"Title","Author","Download_link","Download_nb","Created","Updated","Size","Game_Version","Flavor","Tags"
"Dragon Quest, Erdrick's Equipment and The Sword of Light","Mezimaru","/minecraft/mc-mods/dragon-quest-erdricks-equipment/download/5102043","722","Oct 18, 2023","Feb 12, 2024","374.03 KB","1.19.2","Forge","Mods, Adventure and RPG, Armor, Tools, and Weapons"
"The Lunar Undead [TLU]","aali1077","/minecraft/mc-mods/the-lunar-undead-tlu/download/4888461","1.0K","Oct 18, 2023","Nov 21, 2023","611.91 KB","1.20.1","Forge","Mods, MCreator, Magic, Mobs, Armor, Tools, and Weapons"
"Endless Possibilities: A new beginning","AwesomeCoderDude7","/minecraft/mc-mods/endless-possibilities/download/5048394","401","Oct 18, 2023","Jan 21, 2024","265.84 KB","1.20.1","Forge","Mods, Food, Farming, Adventure and RPG, Dimensions, Magic"
"BagusFight","bagu_chan500","/minecraft/mc-mods/bagusfight/download/4883386","375","Oct 18, 2023","Nov 20, 2023","11.79 KB","1.19.2","Forge","Mods, Addons, Armor, Tools, and Weapons"
"Cross' Farming","CrossVas","/minecraft/mc-mods/cross-farming/download/4812212","163","Oct 18, 2023","Oct 23, 2023","260.62 KB","1.19.2","Forge","Mods, Farming, Utility & QoL, Automation"
"DarkDeath - Player Kill Command (Fabric/Forge)","GamerPotion","/minecraft/mc-mods/darkdeath-player-kill-command/download/5103196","364.3K","Oct 18, 2023","Feb 12, 2024","6.98 KB","1.20.4","Forge","Mods, Adventure and RPG, Server Utility, Utility & QoL"
"Food Descriptions","Daripher","/minecraft/mc-mods/food-descriptions/download/4807716","224","Oct 18, 2023","Oct 20, 2023","7.74 KB","1.19.2","Forge","Mods, Food, Map and Information, Cosmetic"
"Speedy","Link15","/minecraft/mc-mods/speedy/download/4804132","59","Oct 18, 2023","Oct 18, 2023","21.20 KB","1.19.4","Forge","Mods, MCreator, Player Transport"
"Creative Fly Potion","DUCVN1882","/minecraft/mc-mods/creative-fly-potion/download/4804031","216","Oct 18, 2023","Oct 18, 2023","13.97 KB","1.19.2","Forge","Mods, Magic, Utility & QoL"
"Horns for War","trueform_dashy22","/minecraft/mc-mods/horns-for-war/download/4924967","1.1K","Oct 18, 2023","Dec 4, 2023","36.92 KB","1.20.1","Forge","Mods, Adventure and RPG, Armor, Tools, and Weapons, MCreator"
"EarlyUpdate: Trial Chambers","LinFoxGamer","/minecraft/mc-mods/earlyupdate/download/4832252","1.8K","Oct 18, 2023","Nov 1, 2023","384.17 KB","1.20.1","Forge","Mods, Cosmetic, Adventure and RPG, Mobs"
"Impact Ore Compat","impactmods","/minecraft/mc-mods/impact-ore-compat/download/4829179","151","Oct 18, 2023","Oct 31, 2023","215.51 KB","1.16.5","Forge","Mods, Ores and Resources, Processing"
"Hey Lois, I'm in the Block Game!","Tweetoyvee","/minecraft/mc-mods/hey-lois-im-in-minecraft/download/4803978","71","Oct 18, 2023","Oct 18, 2023","900.14 KB","1.18.2","Forge","Mods, Food, MCreator, Ores and Resources, Armor, Tools, and Weapons, Mobs"
"PikiCoin","WinterSoldier","/minecraft/mc-mods/pikicoin/download/4803944","8","Oct 18, 2023","Oct 18, 2023","102.24 KB","1.19.2","Forge","Mods, Adventure and RPG, Cosmetic, Miscellaneous, Server Utility"
"Lozy RolePlay 3D","LOZY","/minecraft/mc-mods/lozy-roleplay-3d/download/4803949","273","Oct 18, 2023","Oct 18, 2023","16.78 MB","1.12.2","Forge","Mods, MCreator, Technology, Adventure and RPG"
"Greeble Generators","kiteserpent","/minecraft/mc-mods/greeble-generators/download/4803958","21","Oct 18, 2023","Oct 18, 2023","341.82 KB","1.18.2","Forge","Mods, Energy"
"Technautic","Celestial878","/minecraft/mc-mods/the-technautic/download/4805313","34","Oct 18, 2023","Oct 19, 2023","546.90 KB","1.19.4","Forge","Mods, Ores and Resources, Armor, Tools, and Weapons, Addons, Mobs"
"No More Villager Nerf","TheArchitects777","/minecraft/mc-mods/no-more-villager-nerf/download/4804014","49","Oct 18, 2023","Oct 18, 2023","121.24 KB","1.20.3-Snapshot","Fabric","Mods, Utility & QoL, Server Utility"
"Decorative Blocks - MC Live 2023","TheAssassinYouTube","/minecraft/mc-mods/decorative-blocks-mc-live-2023/download/4819727","3.1K","Oct 17, 2023","Oct 27, 2023","678.34 KB","1.20.1","Forge","Mods, Cosmetic"
"FoodCraft [Forge]","MatthewsDev","/minecraft/mc-mods/foodcraftforge/download/5052983","52","Oct 17, 2023","Jan 22, 2024","99.88 KB","1.16.5","Forge","Mods, MCreator, Food"
"Only the golem origin","extrator","/minecraft/mc-mods/only-the-golem-origin/download/4803476","480","Oct 17, 2023","Oct 17, 2023","73.37 KB","1.20.2","Fabric","Mods, Armor, Tools, and Weapons, Adventure and RPG"
"Eerie Music[Forge/Fabric]","someaddon","/minecraft/mc-mods/eerie-music-forge-fabric/download/4810547","427.6K","Oct 17, 2023","Oct 22, 2023","195.31 MB","1.19.2","NeoForge Forge + 1","Mods, Cosmetic, Adventure and RPG"
"Camman18 But Blocks Are Bigger","were_fox","/minecraft/mc-mods/camman18-but-blocks-are-bigger/download/4807376","160","Oct 17, 2023","Oct 20, 2023","60.86 KB","1.20.1","NeoForge Forge + 1","Mods, World Gen, World Gen, Miscellaneous, Utility & QoL, Cosmetic, Magic, Utility & QoL"
"Golden Cow by CWW","commanderwufwuf","/minecraft/mc-mods/golden-cow-by-cww/download/4803283","76","Oct 17, 2023","Oct 17, 2023","33.80 KB","1.16.5","Forge","Mods, Mobs, MCreator"
"Modern Inhibited","pOtAto__bOy","/minecraft/mc-mods/modern-inhibited/download/4883810","4.4K","Jun 28, 2023","Nov 20, 2023","13.48 KB","1.20.2","NeoForge","Mods, Server Utility, Server Utility, Utility & QoL, Utility & QoL"
"GhostJump","pOtAto__bOy","/minecraft/mc-mods/ghostjump/download/4864652","598","Jun 28, 2023","Nov 13, 2023","3.65 KB","1.18.2","Forge","Mods, Adventure and RPG, Server Utility, Mobs"
"Mineify","MrJulsen","/minecraft/mc-mods/mineify/download/4806474","417","Jun 28, 2023","Oct 19, 2023","282.97 KB","1.20.1","Forge","Mods, Redstone, Cosmetic"
"HoMinh Worlds","hominhyoutube","/minecraft/mc-mods/hominh-worlds/download/4613316","68","Jun 28, 2023","Jun 28, 2023","380.79 KB","1.19.4","Forge","Mods, Storage, MCreator, Education, Redstone, Food"
"Steve's Tools","Lil_Cerb","/minecraft/mc-mods/steves-tools/download/4812310","630","Jun 28, 2023","Oct 23, 2023","69.93 KB","1.19.2","Forge","Mods, Utility & QoL, Armor, Tools, and Weapons"
"Larger World Icon [FORGE]","pieceofpaypur","/minecraft/mc-mods/larger-world-icon-forge/download/4613246","95","Jun 28, 2023","Jun 28, 2023","108.46 KB","1.18.2","Forge","Mods, Utility & QoL, Server Utility"
"phenix's Onyxian","phenix8254","/minecraft/mc-mods/phenixs-onyxian/download/4613182","23","Jun 28, 2023","Jun 28, 2023","69.99 KB","1.19.4","Forge","Mods, MCreator, Ores and Resources, Armor, Tools, and Weapons"
"Provi's Origins","Provismet","/minecraft/mc-mods/provis-origins/download/4860024","8.6K","Jun 28, 2023","Nov 11, 2023","443.91 KB","1.20.2","Quilt Fabric + 1","Mods, Addons, Adventure and RPG, API and Library, Magic"
"Queso and Catanas","el_santher555","/minecraft/mc-mods/queso-and-catanas/download/4613140","35","Jun 28, 2023","Jun 28, 2023","1.69 MB","1.16.5","Forge","Mods, Ores and Resources, Food, Armor, Tools, and Weapons, Mobs"
"Quantity Satchels","guliver_jham","/minecraft/mc-mods/bigbag-mod/download/4613050","62","Jun 28, 2023","Jun 28, 2023","26.33 KB","1.12.2","Forge","Mods, Food, Ores and Resources, Storage"
"LIDAR","KAIIIAK","/minecraft/mc-mods/lidar/download/4668312","287","Jun 28, 2023","Jul 28, 2023","43.80 KB","1.7.10","Forge","Mods, Map and Information, Adventure and RPG"
"The Desert Expansion (Discontinued)","Gremin","/minecraft/mc-mods/the-desert-expansion/download/4614689","107","Jun 28, 2023","Jun 28, 2023","98.71 KB","1.19.4","Forge","Mods, Armor, Tools, and Weapons, Mobs, Biomes, MCreator"
"TOVG's Lucky Block","TOVGYT","/minecraft/mc-mods/tovgs-lucky-block/download/4620297","96","Jun 28, 2023","Jul 2, 2023","4.22 MB","1.19.2","Forge","Mods, Cosmetic, Armor, Tools, and Weapons, MCreator, Ores and Resources"
"Epic Bosses","randomxd86","/minecraft/mc-mods/epic-bosses/download/4628792","772","Jun 28, 2023","Jul 6, 2023","7.86 MB","1.19.4","Forge","Mods, Mobs, Adventure and RPG, Armor, Tools, and Weapons, Structures, MCreator"
"Create Utilities (Fabric/Forge)","duquee___","/minecraft/mc-mods/createutilities/download/5094823","908.0K","Jun 28, 2023","Feb 10, 2024","317.96 KB","1.18.2","Forge","Mods, Create, Technology, Storage, Addons, Energy, Fluid, and Item Transport"
"Simply Red Smiths","Redrant","/minecraft/mc-mods/simply-red-smiths/download/4618558","42","Jun 28, 2023","Jul 1, 2023","62.62 KB","1.18.2","Forge","Mods, MCreator, Armor, Tools, and Weapons, Ores and Resources, Adventure and RPG"
"Quanta's Useful Rotten Flesh","Quanta_Entertainment","/minecraft/mc-mods/quantas-useful-rotten-flesh/download/4612805","51","Jun 27, 2023","Jun 27, 2023","5.40 KB","1.19.2","Forge","Mods, Utility & QoL"
"Tons of Apples","berglets","/minecraft/mc-mods/tons-of-apples/download/4612823","258","Jun 27, 2023","Jun 28, 2023","32.16 KB","1.18.2","Forge","Mods, Food, Addons"
"Async Pack Scan","JFronny","/minecraft/mc-mods/async-pack-scan/download/4937473","289","Jun 27, 2023","Dec 7, 2023","25.04 KB","1.20.4","Fabric","Mods, Miscellaneous"
"Spawner Creator 2","bibi6z3","/minecraft/mc-mods/spawner-creator-2/download/4612720","262","Jun 27, 2023","Jun 27, 2023","39.98 KB","1.19.4","Forge","Mods, MCreator, Farming"
"Dyeable Planks & Stonebricks","sir_ryan1","/minecraft/mc-mods/world-of-colour-plus/download/4719135","345","Jun 27, 2023","Aug 23, 2023","388.45 KB","1.19.2","Fabric","Mods, Cosmetic"
"Devilish Legacy Combat and Weapons","kokobos13","/minecraft/mc-mods/devilish-legacy/download/4687671","1.9K","Jun 27, 2023","Aug 7, 2023","1.13 MB","1.18.2","Forge","Mods, MCreator, Adventure and RPG, Armor, Tools, and Weapons, Magic"
"Create: Netherless","DariusZeBaguette","/minecraft/mc-mods/create-netherless/download/4831343","73.0K","Jun 27, 2023","Nov 1, 2023","28.25 KB","1.20.1","Forge","Mods, Automation, MCreator, Create, Addons"
"Eggstractor Enchantment","woulvee","/minecraft/mc-mods/eggstractor-enchantment/download/4613218","1.0K","Jun 27, 2023","Jun 28, 2023","24.70 KB","1.20.1","Fabric","Mods, Utility & QoL, Armor, Tools, and Weapons"
"Torchflower Arrows","Hipposgrumm","/minecraft/mc-mods/torchflower-arrows/download/4612351","4.9K","Jun 27, 2023","Jun 27, 2023","26.62 KB","1.20.1","NeoForge Forge + 1","Mods, Adventure and RPG, Utility & QoL"
"Villagers follow Emerald Blocks","gohkenytp","/minecraft/mc-mods/villagers-follow-emerald-blocks/download/5102750","11.7K","Jun 27, 2023","Feb 12, 2024","5.17 KB","1.20.4","Forge","Mods, Utility & QoL, Mobs"
"Legacy Reviver","Alexandruhhhhhhhhh","/minecraft/mc-mods/legacy-reviver/download/4612319","230","Jun 27, 2023","Jun 27, 2023","1.92 MB","1.20.1","Fabric","Mods, Utility & QoL, Food, Ores and Resources, Mobs"
"Skyfall: Odyssey","Snakeypro","/minecraft/mc-mods/skyfall/download/4614377","544","Jun 27, 2023","Jun 28, 2023","122.32 KB","1.19.2","Forge","Mods, Adventure and RPG, Structures"
"Netherite Anvil","Vasferd","/minecraft/mc-mods/netherite-anvil-mod/download/4617548","325","Jun 27, 2023","Jun 30, 2023","38.29 KB","1.19.2","Fabric","Mods, Cosmetic, Armor, Tools, and Weapons, Adventure and RPG"
"swimmin' in chaos","gokento","/minecraft/mc-mods/swimmin-in-chaos/download/4612215","40","Jun 27, 2023","Jun 27, 2023","831.39 KB","1.19.4","Forge","Mods, Dimensions, Mobs, Biomes, World Gen"
"Place Item","mairantv","/minecraft/mc-mods/place-item/download/4701833","398","Jun 27, 2023","Aug 13, 2023","64.76 KB","1.20.1","Quilt Fabric + 1","Mods, Storage, Miscellaneous, Map and Information, MCreator, Cosmetic"
"Eisens Slings and Stones","Eisen","/minecraft/mc-mods/eisens-slings-and-stones/download/4614406","189","Jun 27, 2023","Jun 28, 2023","22.95 KB","1.20.1","Forge","Mods, Armor, Tools, and Weapons"
"Energyzed Crystals","Akidne21","/minecraft/mc-mods/energyzed-crystals/download/4612163","74","Jun 27, 2023","Jun 27, 2023","57.06 KB","1.19.4","Forge","Mods, MCreator, Armor, Tools, and Weapons, Magic"
"Overworld Piglins","Serilum","/minecraft/mc-mods/overworld-piglins/download/4976285","26.3K","Jun 27, 2023","Dec 22, 2023","31.81 KB","1.20.4","Fabric Quilt NeoForge Forge + 3","Mods, Adventure and RPG, Mobs, Magic"
"ToolsOresAndOthers","instantplayers","/minecraft/mc-mods/toolsoresandothers/download/4617637","40","Jun 27, 2023","Jun 30, 2023","279.99 KB","1.19.4","Forge","Mods, Biomes, Armor, Tools, and Weapons"
"Secret Souls","36_Soul_67","/minecraft/mc-mods/secret-souls/download/4806560","194","Jun 27, 2023","Oct 19, 2023","51.07 KB","1.16.5","Forge","Mods, Adventure and RPG"
"Comparties","pOtAto__bOy","/minecraft/mc-mods/comparties/download/4769756","5.1K","Jun 27, 2023","Sep 26, 2023","7.73 KB","1.19.2","Forge","Mods, Server Utility, Utility & QoL, Adventure and RPG"
"DeathButThree","pOtAto__bOy","/minecraft/mc-mods/deathbutthree/download/4965915","36.1K","Jun 27, 2023","Dec 18, 2023","7.75 KB","1.20.2","Quilt Fabric + 1","Mods, Adventure and RPG, Server Utility"
"LOTR Drp v2","maximustheminer","/minecraft/mc-mods/lotr-drp-v2/download/4611696","61","Jun 27, 2023","Jun 27, 2023","46.97 KB","1.7.10","Forge","Mods, Addons, Cosmetic, Utility & QoL"
"DropConfirm","pupbrained","/minecraft/mc-mods/drop-confirm/download/4799181","372","Jun 27, 2023","Dec 31, 2023","19.47 KB","1.20.2","Quilt Fabric + 1","Mods, Utility & QoL"
"Piglin Wither","litleo_17","/minecraft/mc-mods/piglin-wither/download/4611583","168","Jun 27, 2023","Jun 27, 2023","21.85 KB","1.20.1","Fabric","Mods, MCreator, Mobs"
"Womp's Friend Mod","Womp6","/minecraft/mc-mods/womps-friend-mod/download/4615049","184","Jun 27, 2023","Jun 29, 2023","70.81 KB","1.20.1","Fabric","Mods, Mobs"
"Fire Force:Adolla","DarknessDxD","/minecraft/mc-mods/fire-force-adolla/download/4832536","955","Jun 27, 2023","Nov 1, 2023","4.33 MB","1.19.2","Forge","Mods, MCreator, Magic, Adventure and RPG, Armor, Tools, and Weapons, Cosmetic"
"Evil Monsters Bestiary","pinzdesign","/minecraft/mc-mods/evil-monsters-bestiary/download/4611462","593","Jun 27, 2023","Jun 27, 2023","2.21 MB","1.19.2","Forge","Mods, Mobs"
"TerraFirmaShips","w8b40t","/minecraft/mc-mods/terrafirmaships/download/4874233","31.9K","Jun 27, 2023","Nov 17, 2023","260.31 KB","1.20.1","Forge","Mods, Player Transport, Adventure and RPG"
"GBPTweaker","thedoctorofdoctoring","/minecraft/mc-mods/gbptweaker/download/4829090","2.1K","Jun 27, 2023","Oct 31, 2023","184.46 KB","1.19.2","Forge","Mods, Magic"
"Progression Utils","ChristianButNot","/minecraft/mc-mods/progression-utils/download/4773067","2.4K","Jun 27, 2023","Sep 28, 2023","327.49 KB","1.20.1","Forge","Mods, Adventure and RPG, Cosmetic, Armor, Tools, and Weapons, Utility & QoL"
"Empire SMP!","darkoblockyt","/minecraft/mc-mods/dskfhsdikfjskjdgfjkjsdjgkdfjgnfdjgfkdmngkj/download/4611172","37","Jun 26, 2023","Jun 26, 2023","37.73 KB","1.19.2","Forge","Mods, Miscellaneous, Armor, Tools, and Weapons"
"Alboe - A little bit of everything","MatingSeason_","/minecraft/mc-mods/alboe-a-little-bit-of-everything/download/4611157","37","Jun 26, 2023","Jun 26, 2023","110.02 KB","1.19.2","Fabric","Mods, Farming, MCreator, Food"
"RePet transfer","DreamingCodes","/minecraft/mc-mods/repet-transfer/download/4611116","6.8K","Jun 26, 2023","Jun 26, 2023","15.50 KB","1.19.2","Fabric","Mods, Adventure and RPG, Utility & QoL"
"Pavers","Greatreaper777","/minecraft/mc-mods/pavers/download/4583443","32","Jun 13, 2023","Jun 13, 2023","156.19 KB","1.16.5","Forge","Mods, Cosmetic"
"Demon Slayer Burning Sun","advantige","/minecraft/mc-mods/demon-slayer-burning-sun/download/4602305","517","Jun 13, 2023","Jun 22, 2023","177.06 KB","1.19.2","Forge","Mods, Cosmetic, Adventure and RPG, MCreator, Armor, Tools, and Weapons"
"Tax' Structure Architect","Taknax","/minecraft/mc-mods/taxstructurearchitect/download/4651264","50.1K","Jun 13, 2023","Jul 18, 2023","1.33 MB","1.20.1","Forge","Mods, Structures"
"Applecraft and More","ygamerryt","/minecraft/mc-mods/applecraft-mod/download/4598038","65","Jun 13, 2023","Jun 20, 2023","195.76 KB","1.18.1","Forge","Mods, Armor, Tools, and Weapons, Mobs, Food"
"Crafting Saddle","JhandryT","/minecraft/mc-mods/crafting-saddle/download/4583262","79","Jun 12, 2023","Jun 12, 2023","5.18 KB","1.19.2","Forge","Mods, Utility & QoL, Armor, Tools, and Weapons, Adventure and RPG"
"Chaos Edition","TheRealYeelp","/minecraft/mc-mods/minecraft-chaos-edition/download/4613026","428","Jun 12, 2023","Jun 28, 2023","208.81 KB","1.20.1","Fabric","Mods, Miscellaneous, Adventure and RPG"
"Craft the Mobs","jetpacker06","/minecraft/mc-mods/craft-the-mobs/download/4582942","4.6K","Jun 12, 2023","Jun 12, 2023","28.92 KB","1.20.1","Forge","Mods, Server Utility, Mobs, Addons"
"LittleAdditions","goofyahhcreature69","/minecraft/mc-mods/littleadditions/download/4734102","48","Jun 12, 2023","Sep 2, 2023","446.81 KB","1.18.2","Forge","Mods, Armor, Tools, and Weapons, World Gen"
"Combat Mobility","xordxildo","/minecraft/mc-mods/combat-mobility/download/4588349","362","Jun 12, 2023","Jun 15, 2023","259.79 KB","1.18.2","Forge","Mods, Miscellaneous, Player Transport, MCreator, Armor, Tools, and Weapons"
"potatos Plus","bartun2010","/minecraft/mc-mods/potatos-plus/download/4582805","95","Jun 12, 2023","Jun 12, 2023","46.12 KB","1.19.4","Forge","Mods, Armor, Tools, and Weapons, Food"
"Where Are My TMs? [Forge]","scouter567","/minecraft/mc-mods/where-are-my-tms-forge/download/4615379","3.0K","Jun 12, 2023","Jun 29, 2023","125.49 KB","1.19.2","Forge","Mods, Adventure and RPG, Armor, Tools, and Weapons"
"Crust","FatherToast","/minecraft/mc-mods/crust/download/4588496","57","Jun 12, 2023","Jun 15, 2023","883.39 KB","1.16.5","Forge","Mods, API and Library, Utility & QoL, Map and Information"
"Better Treasure Map","Raycoms","/minecraft/mc-mods/treasuredistance/download/4801198","356.3K","Jun 12, 2023","Oct 16, 2023","6.32 KB","1.19.2","Forge","Mods, Structures, World Gen, Utility & QoL, Armor, Tools, and Weapons, Map and Information"
"Sandooze","viet2007ht","/minecraft/mc-mods/sandooze/download/4582634","35","Jun 12, 2023","Jun 12, 2023","53.86 KB","1.10.2","Forge","Mods, Armor, Tools, and Weapons, Magic, Food, Energy"
"Mine Spawners","katanya04","/minecraft/mc-mods/mine-spawners/download/4955654","150.1K","Jun 12, 2023","Dec 14, 2023","58.07 KB","1.20.4","Fabric","Mods, Server Utility, Utility & QoL, Adventure and RPG"
"Better Recipes","themux_mods","/minecraft/mc-mods/better-recipes/download/4582514","40","Jun 12, 2023","Jun 12, 2023","17.85 KB","1.19.2","Forge","Mods, Addons, MCreator"
"BossTower","e2dor2anmods","/minecraft/mc-mods/bosstower/download/4584466","773","Jun 12, 2023","Jun 13, 2023","88.51 KB","1.18.2","Forge","Mods, Structures, Adventure and RPG, MCreator, Mobs, Magic"
"Steamgear Core","ModworldsMC","/minecraft/mc-mods/steamgear-core/download/4647122","311","Jun 12, 2023","Jul 16, 2023","17.29 MB","1.19.2","Forge","Mods, Cosmetic, API and Library"
"Autofish-chao","veigarchen","/minecraft/mc-mods/autofish-chao/download/4590720","6.7K","Jun 12, 2023","Jun 16, 2023","17.95 KB","1.20.1","Fabric","Mods, Farming, API and Library, Armor, Tools, and Weapons, Automation"
"Thermaloot","ChiefArug","/minecraft/mc-mods/thermaloot/download/4973706","169.6K","Jun 12, 2023","Dec 21, 2023","46.52 KB","1.20.1","NeoForge Forge + 1","Mods, Processing, Addons, Technology, Thermal Expansion, Energy"
"Distant Spawners","omgaxd","/minecraft/mc-mods/distant-spawners/download/4608337","140","Jun 12, 2023","Jun 25, 2023","5.72 KB","1.18.2","Forge","Mods, Utility & QoL"
"Better Hoe´s","e2dor2anmods","/minecraft/mc-mods/better-hoe-s/download/4582174","59","Jun 12, 2023","Jun 12, 2023","74.32 KB","1.18.2","Forge","Mods, MCreator, Armor, Tools, and Weapons"
"Cobblemon Info","Arcaryx","/minecraft/mc-mods/cobblemon-info/download/4587712","36.2K","Jun 12, 2023","Jun 15, 2023","52.09 KB","1.19.2","Fabric","Mods, Addons, Map and Information, Mobs"
"Darken Depths","codecraftpro","/minecraft/mc-mods/darken-depths/download/4597081","39","Jun 12, 2023","Jun 19, 2023","65.73 KB","1.19.4","Fabric","Mods, Armor, Tools, and Weapons, Adventure and RPG, Biomes"
"Medieval Coins","N3wD_363","/minecraft/mc-mods/medieval-coins/download/4588049","988","Jun 12, 2023","Jun 15, 2023","184.04 KB","1.12.2","Forge","Mods, Adventure and RPG, Server Utility, MCreator"
"Command Keys","NotRyken","/minecraft/mc-mods/command-keys/download/4643075","402","Jun 12, 2023","Nov 25, 2023","20.75 KB","1.19.4","Fabric","Mods, Utility & QoL"
"Super Reinforced Diamond Armor","JhandryT","/minecraft/mc-mods/super-reinforced-diamond-armor/download/4581768","210","Jun 12, 2023","Jun 12, 2023","42.67 KB","1.19.2","Forge","Mods, Adventure and RPG, Armor, Tools, and Weapons"
"Bananas & Bread Making","hootis_man","/minecraft/mc-mods/bananas-bread-making/download/4585946","503","Jun 12, 2023","Jul 20, 2023","71.42 KB","1.20.1","Forge","Mods, Food, Utility & QoL, Armor, Tools, and Weapons"
"elytras and wings","aidenbruce100","/minecraft/mc-mods/random-flight-mod/download/4703888","631","Jun 12, 2023","Aug 14, 2023","107.17 KB","1.19.2","Forge","Mods, Armor, Tools, and Weapons, Cosmetic, MCreator, Utility & QoL"
"Some Useful Ores","Greatreaper777","/minecraft/mc-mods/some-useful-ores/download/4581442","108","Jun 12, 2023","Jun 12, 2023","131.89 KB","1.16.5","Forge","Mods, Ores and Resources"
"Laendli Transport","mighty_mozes","/minecraft/mc-mods/laendli-transport/download/4797132","142.2K","Jun 12, 2023","Jan 16, 2024","7.62 MB","1.20.1","Forge","Mods, Player Transport, Adventure and RPG, MCreator, Cosmetic, Armor, Tools, and Weapons"
"Explosive Apocalypse","THawk108","/minecraft/mc-mods/explosive-apocalypse/download/4636088","166","Jun 12, 2023","Jul 11, 2023","2.18 MB","1.16.5","Forge","Mods, Armor, Tools, and Weapons, Adventure and RPG"
"Crafty Spawners","Greatreaper777","/minecraft/mc-mods/crafty-spawners/download/4581262","53","Jun 12, 2023","Jun 12, 2023","132.05 KB","1.16.5","Forge","Mods, Magic"
"IronFort","plantovision","/minecraft/mc-mods/ironfort/download/4581137","256","Jun 11, 2023","Jun 11, 2023","88.87 KB","1.18.2","Forge","Mods, Armor, Tools, and Weapons, Magic, Adventure and RPG"
"Better Apatite","The_Lemon_Juiced","/minecraft/mc-mods/better-apatite/download/4967994","1.5K","Jun 11, 2023","Dec 19, 2023","99.52 KB","1.20.2","NeoForge","Mods, Addons, World Gen, Technology, Utility & QoL, Ores and Resources"
"BetterShovel","e2dor2anmods","/minecraft/mc-mods/bettershovel/download/4581961","39","Jun 11, 2023","Jun 12, 2023","76.17 KB","1.18.2","Forge","Mods, MCreator, Armor, Tools, and Weapons"
"Playful Commands","pappnase06","/minecraft/mc-mods/playful-commands/download/4581040","79","Jun 11, 2023","Jun 11, 2023","95.96 KB","1.19.4","Forge","Mods, Server Utility, Miscellaneous, Utility & QoL, MCreator"
"Primitive Potions","randomgi91","/minecraft/mc-mods/primitive-potions/download/4581139","1.1K","Jun 11, 2023","Jun 11, 2023","202.03 KB","1.19.2","Forge","Mods, Magic, Utility & QoL"
"Twerk Crop Growth","Quarris","/minecraft/mc-mods/twerk-crop-growth/download/4595181","3.6K","Jun 11, 2023","Jun 18, 2023","47.03 KB","1.20.1","Forge","Mods, Food, Magic, Farming, Utility & QoL"
"BetterAxe´s","e2dor2anmods","/minecraft/mc-mods/betteraxes/download/4581964","52","Jun 11, 2023","Jun 12, 2023","75.25 KB","1.18.2","Forge","Mods, Armor, Tools, and Weapons, MCreator, Ores and Resources"
"The Rat Curse (Discontinued)","Gremin","/minecraft/mc-mods/the-rat-curse/download/4609846","262","Jun 11, 2023","Jun 26, 2023","135.08 KB","1.19.2","Forge","Mods, Mobs, MCreator"
"rpcDrive","asiekierka","/minecraft/mc-mods/rpcdrive/download/4580693","39","Jun 11, 2023","Jun 11, 2023","24.19 KB","1.4.7","Forge","Mods, Addons, Technology"
"Crazymobs and reborn!","cursed_yeet_monster","/minecraft/mc-mods/crazymobs-and-reborn/download/4773959","130","Jun 11, 2023","Sep 29, 2023","1.81 MB","1.16.5","Forge","Mods, Mobs, MCreator"
"FPS optimizer","The_TCT","/minecraft/mc-mods/fps-optimizer/download/4742718","204.0K","Jun 11, 2023","Sep 7, 2023","41.37 KB","1.20.1","Forge","Mods, Cosmetic, World Gen, Utility & QoL"
"The Obsidian Hammer","chippdanvil","/minecraft/mc-mods/the-obsidian-hammer/download/4580605","95","Jun 11, 2023","Jun 11, 2023","25.69 KB","1.19.4","Forge","Mods, Armor, Tools, and Weapons, Adventure and RPG"
"Create: Foundry","CommanderT3706","/minecraft/mc-mods/create-foundry/download/4623175","12.6K","Jun 11, 2023","Jul 3, 2023","167.46 KB","1.19.2","Fabric","Mods, Farming, Automation, Processing, Armor, Tools, and Weapons, Technology"
"TheSalty","prostosirius","/minecraft/mc-mods/thesalty/download/4580275","29","Jun 11, 2023","Jun 11, 2023","197.83 KB","1.16.5","Forge","Mods, MCreator, Ores and Resources"
"PirofSurvival","sadecebirkedy0","/minecraft/mc-mods/pirofsurvival/download/4597696","109","Jun 11, 2023","Jun 20, 2023","5.90 MB","1.19.4","Forge","Mods, Food, Armor, Tools, and Weapons, Adventure and RPG, MCreator"
"BetterPickaxe´s","e2dor2anmods","/minecraft/mc-mods/betterpickaxe-s/download/4580298","71","Jun 11, 2023","Jun 11, 2023","78.06 KB","1.18.2","Forge","Mods, Armor, Tools, and Weapons, MCreator"
"BetterSword","e2dor2anmods","/minecraft/mc-mods/bettersword/download/4580281","66","Jun 11, 2023","Jun 11, 2023","77.77 KB","1.18.2","Forge","Mods, MCreator, Armor, Tools, and Weapons"
"Chidori Origins Collection","GamerPotion","/minecraft/mc-mods/chidori-origins-collection/download/5103369","8.7K","Jul 17, 2023","Feb 13, 2024","30.50 KB","1.20.1","Forge","Mods, Server Utility, Adventure and RPG, Magic, Armor, Tools, and Weapons, Cosmetic"
"Easy Tweak","DearXuan","/minecraft/mc-mods/easy-tweak/download/4661586","127","Jul 17, 2023","Jul 24, 2023","453.82 KB","1.20.1","Fabric","Mods, Server Utility, Utility & QoL"
